coin_id,date,open,high,low,close,volume
bitcoin,2025-04-08,"Ticker
BTC-USD    79218.476562
Name: 2025-04-08 00:00:00, dtype: float64","Ticker
BTC-USD    80823.890625
Name: 2025-04-08 00:00:00, dtype: float64","Ticker
BTC-USD    76198.023438
Name: 2025-04-08 00:00:00, dtype: float64","Ticker
BTC-USD    76271.953125
Name: 2025-04-08 00:00:00, dtype: float64","Ticker
BTC-USD    4.831459e+10
Name: 2025-04-08 00:00:00, dtype: float64"
bitcoin,2025-04-09,"Ticker
BTC-USD    76273.5625
Name: 2025-04-09 00:00:00, dtype: float64","Ticker
BTC-USD    83541.0
Name: 2025-04-09 00:00:00, dtype: float64","Ticker
BTC-USD    74589.671875
Name: 2025-04-09 00:00:00, dtype: float64","Ticker
BTC-USD    82573.953125
Name: 2025-04-09 00:00:00, dtype: float64","Ticker
BTC-USD    8.421363e+10
Name: 2025-04-09 00:00:00, dtype: float64"
bitcoin,2025-04-10,"Ticker
BTC-USD    82565.976562
Name: 2025-04-10 00:00:00, dtype: float64","Ticker
BTC-USD    82700.929688
Name: 2025-04-10 00:00:00, dtype: float64","Ticker
BTC-USD    78456.132812
Name: 2025-04-10 00:00:00, dtype: float64","Ticker
BTC-USD    79626.140625
Name: 2025-04-10 00:00:00, dtype: float64","Ticker
BTC-USD    4.471800e+10
Name: 2025-04-10 00:00:00, dtype: float64"
bitcoin,2025-04-11,"Ticker
BTC-USD    79625.046875
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
BTC-USD    84247.476562
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
BTC-USD    78936.320312
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
BTC-USD    83404.835938
Name: 2025-04-11 00:00:00, dtype: float64","Ticker
BTC-USD    4.165678e+10
Name: 2025-04-11 00:00:00, dtype: float64"
bitcoin,2025-04-12,"Ticker
BTC-USD    83404.515625
Name: 2025-04-12 00:00:00, dtype: float64","Ticker
BTC-USD    85856.1875
Name: 2025-04-12 00:00:00, dtype: float64","Ticker
BTC-USD    82769.375
Name: 2025-04-12 00:00:00, dtype: float64","Ticker
BTC-USD    85287.109375
Name: 2025-04-12 00:00:00, dtype: float64","Ticker
BTC-USD    2.425806e+10
Name: 2025-04-12 00:00:00, dtype: float64"
bitcoin,2025-04-13,"Ticker
BTC-USD    85279.46875
Name: 2025-04-13 00:00:00, dtype: float64","Ticker
BTC-USD    86015.1875
Name: 2025-04-13 00:00:00, dtype: float64","Ticker
BTC-USD    83027.007812
Name: 2025-04-13 00:00:00, dtype: float64","Ticker
BTC-USD    83684.976562
Name: 2025-04-13 00:00:00, dtype: float64","Ticker
BTC-USD    2.879698e+10
Name: 2025-04-13 00:00:00, dtype: float64"
bitcoin,2025-04-14,"Ticker
BTC-USD    83694.523438
Name: 2025-04-14 00:00:00, dtype: float64","Ticker
BTC-USD    85785.0
Name: 2025-04-14 00:00:00, dtype: float64","Ticker
BTC-USD    83690.640625
Name: 2025-04-14 00:00:00, dtype: float64","Ticker
BTC-USD    84542.390625
Name: 2025-04-14 00:00:00, dtype: float64","Ticker
BTC-USD    3.409077e+10
Name: 2025-04-14 00:00:00, dtype: float64"
bitcoin,2025-04-15,"Ticker
BTC-USD    84539.695312
Name: 2025-04-15 00:00:00, dtype: float64","Ticker
BTC-USD    86429.351562
Name: 2025-04-15 00:00:00, dtype: float64","Ticker
BTC-USD    83598.820312
Name: 2025-04-15 00:00:00, dtype: float64","Ticker
BTC-USD    83668.992188
Name: 2025-04-15 00:00:00, dtype: float64","Ticker
BTC-USD    2.804032e+10
Name: 2025-04-15 00:00:00, dtype: float64"
bitcoin,2025-04-16,"Ticker
BTC-USD    83674.507812
Name: 2025-04-16 00:00:00, dtype: float64","Ticker
BTC-USD    85428.28125
Name: 2025-04-16 00:00:00, dtype: float64","Ticker
BTC-USD    83100.617188
Name: 2025-04-16 00:00:00, dtype: float64","Ticker
BTC-USD    84033.867188
Name: 2025-04-16 00:00:00, dtype: float64","Ticker
BTC-USD    2.961780e+10
Name: 2025-04-16 00:00:00, dtype: float64"
bitcoin,2025-04-17,"Ticker
BTC-USD    84030.671875
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
BTC-USD    85449.070312
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
BTC-USD    83749.75
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
BTC-USD    84895.75
Name: 2025-04-17 00:00:00, dtype: float64","Ticker
BTC-USD    2.127687e+10
Name: 2025-04-17 00:00:00, dtype: float64"
bitcoin,2025-04-18,"Ticker
BTC-USD    84900.1875
Name: 2025-04-18 00:00:00, dtype: float64","Ticker
BTC-USD    85095.046875
Name: 2025-04-18 00:00:00, dtype: float64","Ticker
BTC-USD    84298.882812
Name: 2025-04-18 00:00:00, dtype: float64","Ticker
BTC-USD    84450.804688
Name: 2025-04-18 00:00:00, dtype: float64","Ticker
BTC-USD    1.272837e+10
Name: 2025-04-18 00:00:00, dtype: float64"
bitcoin,2025-04-19,"Ticker
BTC-USD    84450.867188
Name: 2025-04-19 00:00:00, dtype: float64","Ticker
BTC-USD    85597.703125
Name: 2025-04-19 00:00:00, dtype: float64","Ticker
BTC-USD    84353.460938
Name: 2025-04-19 00:00:00, dtype: float64","Ticker
BTC-USD    85063.414062
Name: 2025-04-19 00:00:00, dtype: float64","Ticker
BTC-USD    1.525930e+10
Name: 2025-04-19 00:00:00, dtype: float64"
bitcoin,2025-04-20,"Ticker
BTC-USD    85066.070312
Name: 2025-04-20 00:00:00, dtype: float64","Ticker
BTC-USD    85306.382812
Name: 2025-04-20 00:00:00, dtype: float64","Ticker
BTC-USD    83976.84375
Name: 2025-04-20 00:00:00, dtype: float64","Ticker
BTC-USD    85174.304688
Name: 2025-04-20 00:00:00, dtype: float64","Ticker
BTC-USD    1.466405e+10
Name: 2025-04-20 00:00:00, dtype: float64"
bitcoin,2025-04-21,"Ticker
BTC-USD    85171.539062
Name: 2025-04-21 00:00:00, dtype: float64","Ticker
BTC-USD    88460.09375
Name: 2025-04-21 00:00:00, dtype: float64","Ticker
BTC-USD    85143.835938
Name: 2025-04-21 00:00:00, dtype: float64","Ticker
BTC-USD    87518.90625
Name: 2025-04-21 00:00:00, dtype: float64","Ticker
BTC-USD    4.139619e+10
Name: 2025-04-21 00:00:00, dtype: float64"
bitcoin,2025-04-22,"Ticker
BTC-USD    87521.875
Name: 2025-04-22 00:00:00, dtype: float64","Ticker
BTC-USD    93817.382812
Name: 2025-04-22 00:00:00, dtype: float64","Ticker
BTC-USD    87084.53125
Name: 2025-04-22 00:00:00, dtype: float64","Ticker
BTC-USD    93441.890625
Name: 2025-04-22 00:00:00, dtype: float64","Ticker
BTC-USD    5.589904e+10
Name: 2025-04-22 00:00:00, dtype: float64"
bitcoin,2025-04-23,"Ticker
BTC-USD    93427.585938
Name: 2025-04-23 00:00:00, dtype: float64","Ticker
BTC-USD    94535.734375
Name: 2025-04-23 00:00:00, dtype: float64","Ticker
BTC-USD    91962.960938
Name: 2025-04-23 00:00:00, dtype: float64","Ticker
BTC-USD    93699.109375
Name: 2025-04-23 00:00:00, dtype: float64","Ticker
BTC-USD    4.171957e+10
Name: 2025-04-23 00:00:00, dtype: float64"
bitcoin,2025-04-24,"Ticker
BTC-USD    93692.398438
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
BTC-USD    94016.195312
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
BTC-USD    91696.710938
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
BTC-USD    93943.796875
Name: 2025-04-24 00:00:00, dtype: float64","Ticker
BTC-USD    3.148318e+10
Name: 2025-04-24 00:00:00, dtype: float64"
bitcoin,2025-04-25,"Ticker
BTC-USD    93954.25
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
BTC-USD    95768.390625
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
BTC-USD    92898.59375
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
BTC-USD    94720.5
Name: 2025-04-25 00:00:00, dtype: float64","Ticker
BTC-USD    4.091523e+10
Name: 2025-04-25 00:00:00, dtype: float64"
bitcoin,2025-04-26,"Ticker
BTC-USD    94714.648438
Name: 2025-04-26 00:00:00, dtype: float64","Ticker
BTC-USD    95251.359375
Name: 2025-04-26 00:00:00, dtype: float64","Ticker
BTC-USD    93927.25
Name: 2025-04-26 00:00:00, dtype: float64","Ticker
BTC-USD    94646.929688
Name: 2025-04-26 00:00:00, dtype: float64","Ticker
BTC-USD    1.761283e+10
Name: 2025-04-26 00:00:00, dtype: float64"
bitcoin,2025-04-27,"Ticker
BTC-USD    94660.90625
Name: 2025-04-27 00:00:00, dtype: float64","Ticker
BTC-USD    95301.203125
Name: 2025-04-27 00:00:00, dtype: float64","Ticker
BTC-USD    93665.398438
Name: 2025-04-27 00:00:00, dtype: float64","Ticker
BTC-USD    93754.84375
Name: 2025-04-27 00:00:00, dtype: float64","Ticker
BTC-USD    1.809037e+10
Name: 2025-04-27 00:00:00, dtype: float64"
bitcoin,2025-04-28,"Ticker
BTC-USD    93755.304688
Name: 2025-04-28 00:00:00, dtype: float64","Ticker
BTC-USD    95598.492188
Name: 2025-04-28 00:00:00, dtype: float64","Ticker
BTC-USD    92860.804688
Name: 2025-04-28 00:00:00, dtype: float64","Ticker
BTC-USD    94978.75
Name: 2025-04-28 00:00:00, dtype: float64","Ticker
BTC-USD    3.236345e+10
Name: 2025-04-28 00:00:00, dtype: float64"
bitcoin,2025-04-29,"Ticker
BTC-USD    94981.859375
Name: 2025-04-29 00:00:00, dtype: float64","Ticker
BTC-USD    95485.414062
Name: 2025-04-29 00:00:00, dtype: float64","Ticker
BTC-USD    93796.632812
Name: 2025-04-29 00:00:00, dtype: float64","Ticker
BTC-USD    94284.789062
Name: 2025-04-29 00:00:00, dtype: float64","Ticker
BTC-USD    2.580613e+10
Name: 2025-04-29 00:00:00, dtype: float64"
bitcoin,2025-04-30,"Ticker
BTC-USD    94286.46875
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
BTC-USD    95249.320312
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
BTC-USD    92979.640625
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
BTC-USD    94207.3125
Name: 2025-04-30 00:00:00, dtype: float64","Ticker
BTC-USD    2.834468e+10
Name: 2025-04-30 00:00:00, dtype: float64"
bitcoin,2025-05-01,"Ticker
BTC-USD    94212.859375
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
BTC-USD    97437.960938
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
BTC-USD    94153.632812
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
BTC-USD    96492.335938
Name: 2025-05-01 00:00:00, dtype: float64","Ticker
BTC-USD    3.287589e+10
Name: 2025-05-01 00:00:00, dtype: float64"
bitcoin,2025-05-02,"Ticker
BTC-USD    96494.96875
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
BTC-USD    97905.898438
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
BTC-USD    96375.945312
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
BTC-USD    96910.070312
Name: 2025-05-02 00:00:00, dtype: float64","Ticker
BTC-USD    2.642192e+10
Name: 2025-05-02 00:00:00, dtype: float64"
bitcoin,2025-05-03,"Ticker
BTC-USD    96904.632812
Name: 2025-05-03 00:00:00, dtype: float64","Ticker
BTC-USD    96943.882812
Name: 2025-05-03 00:00:00, dtype: float64","Ticker
BTC-USD    95821.289062
Name: 2025-05-03 00:00:00, dtype: float64","Ticker
BTC-USD    95891.796875
Name: 2025-05-03 00:00:00, dtype: float64","Ticker
BTC-USD    1.577515e+10
Name: 2025-05-03 00:00:00, dtype: float64"
bitcoin,2025-05-04,"Ticker
BTC-USD    95877.1875
Name: 2025-05-04 00:00:00, dtype: float64","Ticker
BTC-USD    96318.921875
Name: 2025-05-04 00:00:00, dtype: float64","Ticker
BTC-USD    94173.429688
Name: 2025-05-04 00:00:00, dtype: float64","Ticker
BTC-USD    94315.976562
Name: 2025-05-04 00:00:00, dtype: float64","Ticker
BTC-USD    1.819869e+10
Name: 2025-05-04 00:00:00, dtype: float64"
bitcoin,2025-05-05,"Ticker
BTC-USD    94319.5625
Name: 2025-05-05 00:00:00, dtype: float64","Ticker
BTC-USD    95193.1875
Name: 2025-05-05 00:00:00, dtype: float64","Ticker
BTC-USD    93566.265625
Name: 2025-05-05 00:00:00, dtype: float64","Ticker
BTC-USD    94748.054688
Name: 2025-05-05 00:00:00, dtype: float64","Ticker
BTC-USD    2.581626e+10
Name: 2025-05-05 00:00:00, dtype: float64"
bitcoin,2025-05-06,"Ticker
BTC-USD    94748.382812
Name: 2025-05-06 00:00:00, dtype: float64","Ticker
BTC-USD    96889.179688
Name: 2025-05-06 00:00:00, dtype: float64","Ticker
BTC-USD    93399.859375
Name: 2025-05-06 00:00:00, dtype: float64","Ticker
BTC-USD    96802.476562
Name: 2025-05-06 00:00:00, dtype: float64","Ticker
BTC-USD    2.655128e+10
Name: 2025-05-06 00:00:00, dtype: float64"
bitcoin,2025-05-07,"Ticker
BTC-USD    96800.195312
Name: 2025-05-07 00:00:00, dtype: float64","Ticker
BTC-USD    97625.804688
Name: 2025-05-07 00:00:00, dtype: float64","Ticker
BTC-USD    95829.335938
Name: 2025-05-07 00:00:00, dtype: float64","Ticker
BTC-USD    97032.320312
Name: 2025-05-07 00:00:00, dtype: float64","Ticker
BTC-USD    7.698382e+10
Name: 2025-05-07 00:00:00, dtype: float64"
bitcoin,2025-05-08,"Ticker
BTC-USD    97034.25
Name: 2025-05-08 00:00:00, dtype: float64","Ticker
BTC-USD    103969.539062
Name: 2025-05-08 00:00:00, dtype: float64","Ticker
BTC-USD    96913.875
Name: 2025-05-08 00:00:00, dtype: float64","Ticker
BTC-USD    103241.460938
Name: 2025-05-08 00:00:00, dtype: float64","Ticker
BTC-USD    6.989540e+10
Name: 2025-05-08 00:00:00, dtype: float64"
bitcoin,2025-05-09,"Ticker
BTC-USD    103239.125
Name: 2025-05-09 00:00:00, dtype: float64","Ticker
BTC-USD    104297.492188
Name: 2025-05-09 00:00:00, dtype: float64","Ticker
BTC-USD    102343.09375
Name: 2025-05-09 00:00:00, dtype: float64","Ticker
BTC-USD    102970.851562
Name: 2025-05-09 00:00:00, dtype: float64","Ticker
BTC-USD    5.819859e+10
Name: 2025-05-09 00:00:00, dtype: float64"
bitcoin,2025-05-10,"Ticker
BTC-USD    102973.710938
Name: 2025-05-10 00:00:00, dtype: float64","Ticker
BTC-USD    104961.765625
Name: 2025-05-10 00:00:00, dtype: float64","Ticker
BTC-USD    102830.484375
Name: 2025-05-10 00:00:00, dtype: float64","Ticker
BTC-USD    104696.328125
Name: 2025-05-10 00:00:00, dtype: float64","Ticker
BTC-USD    4.227671e+10
Name: 2025-05-10 00:00:00, dtype: float64"
bitcoin,2025-05-11,"Ticker
BTC-USD    104701.070312
Name: 2025-05-11 00:00:00, dtype: float64","Ticker
BTC-USD    104937.992188
Name: 2025-05-11 00:00:00, dtype: float64","Ticker
BTC-USD    103364.742188
Name: 2025-05-11 00:00:00, dtype: float64","Ticker
BTC-USD    104106.359375
Name: 2025-05-11 00:00:00, dtype: float64","Ticker
BTC-USD    4.628552e+10
Name: 2025-05-11 00:00:00, dtype: float64"
bitcoin,2025-05-12,"Ticker
BTC-USD    104106.960938
Name: 2025-05-12 00:00:00, dtype: float64","Ticker
BTC-USD    105747.453125
Name: 2025-05-12 00:00:00, dtype: float64","Ticker
BTC-USD    100814.40625
Name: 2025-05-12 00:00:00, dtype: float64","Ticker
BTC-USD    102812.953125
Name: 2025-05-12 00:00:00, dtype: float64","Ticker
BTC-USD    6.325048e+10
Name: 2025-05-12 00:00:00, dtype: float64"
